tag_id,image_id,p1_x,p_1y, p2_x, p2_y, p3_x, p3_y, p4_x, p4_y,general_class,sub_class,sunroof,luggage_carrier,open_cargo_area,enclosed_cab,spare_wheel,wrecked,flatbed,ladder,enclosed_box,soft_shell_box,harnessed_to_a_cart,ac_vents,color
20758,13587,156.0693642,153.8150289,164.3930636,183.9884393,283.0057803,166.300578,276.7630058,128.8439306,large vehicle,truck,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,blue
34853,14355,446.1622925,408.4342346,497.9897766,398.3470154,526.8377075,546.5657959,475.0102234,556.6530151,large vehicle,prime mover,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,white
34202,14355,513.4150391,453.949707,563.0596924,435.9705505,619.5849609,592.050293,569.9403076,610.0294189,large vehicle,prime mover,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,white
19113,12961,352.716763,336.9364162,372.4855491,479.4797688,416.1849711,476.3583815,394.3352601,326.5317919,large vehicle,crane truck,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,white
38833,12961,374.566474,169.4219653,380.8092486,214.1618497,498.3815029,193.3526012,491.0982659,149.6531792,large vehicle,truck,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,white
21939,17053,218.4102783,231.4739075,260.4589844,213.8311005,321.5897217,359.5260925,279.5410461,377.1688843,large vehicle,truck,-1,-1,0,-1,-1,0,0,0,1,0,0,-1,white
26813,17053,292.5133822,197.0502914,328.0107138,186.1205814,371.2033808,335.4757202,335.7060187,348.4863398,large vehicle,truck,-1,-1,0,-1,-1,0,0,0,1,0,0,-1,white
35014,17053,460.18396,239.1445618,445.2857666,193.5151367,569.81604,152.8554382,584.7142334,198.484848,large vehicle,truck,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,blue
19429,17053,786.2861938,121.7982025,830.1970825,97.05967712,909.7137451,238.2017975,865.8029175,262.9403076,large vehicle,prime mover,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,white
19840,17053,167.893219,259.0662842,214.4600525,239.7870026,279.106781,395.9337158,232.5399475,415.2130127,large vehicle,truck,-1,-1,0,-1,-1,0,0,0,1,0,0,-1,white
20422,17053,146.7951813,321.0792236,195.4248199,307.8384399,232.2048187,442.9207764,183.5751801,456.1615601,large vehicle,truck,-1,-1,0,-1,-1,0,0,0,1,0,0,-1,white
23708,17053,467.8413086,314.743866,462.6560974,281.5463867,586.1586914,262.256134,591.3438721,295.4536133,large vehicle,truck,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,white
27424,17274,134.1992493,4.474668503,183.7091064,-4.955785751,199.8007507,79.52532959,150.2908936,88.95578003,large vehicle,truck,-1,-1,0,-1,-1,1,0,0,0,0,0,-1,white
24786,16441,383.1564941,430.8049622,375.2653503,383.4580688,550.8435059,354.1950378,558.7346191,401.5419312,large vehicle,crane truck,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,white
29875,19176,526.4739884,404.566474,528.5549133,443.0635838,627.3988439,437.8612717,626.3583815,397.283237,large vehicle,cement mixer,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,yellow
23018,13260,434.4208069,376.8155823,447.3861389,325.6321716,599.5792236,364.1844482,586.6138306,415.3678284,large vehicle,truck,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,white
20105,13260,455.9749756,328.9712219,436.313446,272.2841492,561.0250244,229.0287781,580.6865234,285.7158813,large vehicle,truck,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,white
27930,13580,133.7738037,78.81822205,135.4070129,54.87385178,213.2261963,60.18178177,211.5929871,84.12614441,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
22212,13580,132.1208038,133.813385,128.2764587,115.002182,195.8792114,101.186615,199.7235413,119.997818,small vehicle,hatchback,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,yellow
34526,13580,127.6899185,171.46492,123.997963,145.3243408,193.3100891,135.53508,197.0020294,161.6756592,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
26352,13580,119.973526,211.0506592,117.4709473,189.5961304,183.026474,181.9493408,185.5290527,203.4038696,small vehicle,pickup,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,white
17390,13580,232.9150848,194.9712677,253.8119659,200.4375458,235.0849152,272.028717,214.1880188,266.562439,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,blue
23854,13580,299.5725403,121.6144943,328.3489075,120.4478836,331.4274597,196.385498,302.6510925,197.552124,small vehicle,jeep,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,blue
18796,13580,153.5585022,288.5549011,138.1355743,273.432312,172.4414825,238.4450989,187.8644104,253.567688,small vehicle,hatchback,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
25036,13580,813.4725398,46.44624382,858.3631274,48.62236155,843.325148,224.3109816,799.4750229,220.053939,large vehicle,crane truck,-1,-1,0,-1,-1,0,0,0,1,0,0,-1,white
31278,13580,843.3646851,558.5888062,845.7921143,525.0765991,905.6353149,529.4111938,903.2078857,562.9234009,small vehicle,van,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,silver/grey
21795,13580,864,515,864,479,902,479,902,515,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
20689,19446,748.9472046,382.3887329,798.3099976,372.2164612,814.0527954,448.6112671,764.6900024,458.7835388,large vehicle,dedicated agricultural vehicle,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,yellow
39728,10880,479.676178,489.8579407,486.842804,489.1652527,487.323822,494.1420593,480.157196,494.8347473,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
17401,16153,819.9267578,335.9691162,802.3956909,313.1195984,865.0732422,265.0308838,882.6043091,287.8804016,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
14063,16022,742.9359131,598.0130615,746.8908691,581.6851807,810.0640869,596.9869385,806.1091309,613.3148193,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
24904,15800,866.3629761,27.87504005,877.604126,9.430603027,906.6370239,27.12495995,895.395874,45.56939697,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
21128,13811,80.37824249,488.1176758,80.6241684,459.3187256,146.6217651,459.8823242,146.3758392,488.6812744,small vehicle,hatchback,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
33148,11133,584.8147437,449.6650621,590.9786103,490.010371,607.2288042,487.2086135,601.6252891,450.2254136,small vehicle,pickup,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
25474,11241,473.7418213,109.9446182,484.961792,114.20047,473.2581787,145.0553894,462.038208,140.79953,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
34933,10780,145.6176373,1385.34963,161.4192737,1405.738839,167.5360362,1397.583155,153.7733206,1381.271789,small vehicle,pickup,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,silver/grey
11251,17309,783.0518188,669.2172241,797.4394531,669.8137207,795.9481812,705.7828369,781.5605469,705.1862793,small vehicle,minivan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
25824,11772,1492.960083,881.1303711,1533.243164,887.6044312,1524.039917,944.8696289,1483.756836,938.3955688,large vehicle,cement mixer,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,green
10365,11772,1547.66612,890.0297075,1526.769832,975.853747,1545.427232,983.316707,1570.801296,894.5074835,large vehicle,crane truck,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,white
30508,12695,542.0928961,808.0763574,532.2245193,827.8131111,606.8541189,859.8853357,616.7224957,838.915035,large vehicle,crane truck,-1,-1,0,-1,-1,0,0,0,1,0,0,-1,red
17299,18909,414.2633192,771.8382839,409.1660171,786.1107297,438.7303691,798.3442547,445.3568618,786.6204599,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,blue
29934,18909,557.4402194,964.2139342,567.9417544,968.7320753,559.0889712,997.3347168,548.077706,994.8554966,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
12714,18909,795.541514,955.3411585,788.9150213,969.1038741,820.008564,982.3568594,824.0864056,969.6136043,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,red
32365,18909,863.3356316,997.1390354,858.2383295,1010.392021,888.3124117,1024.664467,893.4097138,1011.411481,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
13403,18909,1730.896444,516.4634502,1728.347793,546.0278022,1739.561858,547.5569928,1742.110509,518.502371,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
17124,18909,1357.376824,603.0212807,1353.298982,643.7996973,1367.061698,645.3288879,1371.64927,605.0602016,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
22298,18909,1344.633569,910.3885956,1336.987616,944.5405195,1348.711411,945.5599799,1356.357364,911.9177862,small vehicle,sedan,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,white
35136,18909,1291.111897,1013.354097,1288.563246,1050.564403,1300.287041,1052.603323,1303.855152,1017.431939,small vehicle,sedan,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,white
35029,18909,1078.044671,337.4518429,1078.044671,373.1329574,1090.787926,373.1329574,1092.826847,338.9810335,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
21531,18909,632.7597656,477.5895386,640.7872314,472.324585,657.2402344,497.4104614,649.2127686,502.6753845,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
29839,18909,275.530661,1031.27508,269.5065768,1064.639239,279.7011809,1067.882977,288.5056117,1033.128645,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
21858,18909,232.8986801,1307.919565,230.5817246,1340.356942,243.0932842,1343.137289,244.9468486,1310.699912,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
26407,18909,1516.917568,1620.299906,1518.446758,1633.043161,1550.050031,1629.47505,1548.01111,1617.751255,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
27472,18909,595.4957515,1384.806475,593.8136418,1397.702649,623.5309129,1402.188275,624.0916161,1389.852804,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
14875,11241,409.1543634,1198.619802,391.5146399,1233.899249,407.7974616,1242.719111,424.7587342,1209.475017,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
15675,10881,891.2290842,764.8813555,898.3925757,752.380476,950.517395,776.4023469,940.0702011,793.0078543,large vehicle,prime mover,-1,-1,0,-1,-1,0,0,0,1,0,0,-1,white
23051,11437,646.2589111,1278.652954,623.725708,1270.391357,634.7410889,1240.347046,657.274292,1248.608643,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
18851,18911,72.7754364,138.0587921,91.9750824,137.9419708,92.2245636,178.9412079,73.0249176,179.0580292,small vehicle,van,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,white
25378,18911,411.7436829,289.5177612,425.8917542,292.1994934,418.2563171,332.4822388,404.1082458,329.8005066,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
39293,18911,554.0444946,528.2999878,552.7822876,542.6445313,507.9554749,538.7000122,509.2177124,524.3554688,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
15717,18911,586.4712524,616.0078735,598.4712524,615.9921875,598.5287476,659.9921265,586.5287476,660.0078125,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
16069,18911,583.4061279,765.7095337,584.781189,751.3753662,625.5938721,755.2904663,624.218811,769.6246338,small vehicle,sedan,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
34986,18911,760.925293,766.4458618,775.3248901,766.5550537,775.074707,799.5540771,760.6751099,799.4449463,small vehicle,hatchback,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,white
20330,18911,808.894104,856.7150879,819.4002075,862.5134888,799.105896,899.2849121,788.5997314,893.4865112,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
34531,18911,950.0054321,752.5342407,955.1980591,736.5568848,997.9945679,750.4657593,992.8019409,766.4431152,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
25470,18911,762.1912842,414.223114,761.8222046,399.8278198,802.8087158,398.776886,803.1777954,413.1721802,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
29442,18911,694.4542236,413.7688293,697.2090454,397.196228,745.5457764,405.2311707,742.7909546,421.803772,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
37503,18911,868.4855347,208.276413,873.6185913,192.2798004,915.5144653,205.7236023,910.3814087,221.7201996,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
32320,18911,578.6964722,191.4990692,591.6506958,180.802002,620.3035278,215.5009308,607.3493042,226.197998,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
14798,18911,69.67457581,561.0629883,84.07403564,560.9381104,84.32542419,589.9370117,69.92596436,590.0618896,small vehicle,van,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,white
11837,17595,441.672524,216.0574472,450.0777967,230.066235,488.1816995,211.5746351,480.8971299,197.0054958,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,other
10169,17595,689.3478925,20.49476938,690.4685955,37.86566627,730.8139044,35.0639087,730.8139044,18.81371484,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
16306,17595,725.1251831,228.1908875,721.4779053,206.9010468,762.8748169,199.8091125,766.5220947,221.0989532,small vehicle,van,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,white
26060,17595,840.6516113,121.2248459,859.5089722,117.6138611,868.3483887,163.7751465,849.4910278,167.3861389,small vehicle,van,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,white
25232,17595,836.5717163,551.9802856,852.1311646,545.6442871,860.4282837,566.0197144,844.8688354,572.3557129,small vehicle,van,0,1,0,0,0,0,-1,-1,-1,-1,-1,0,white
29976,17595,620.985008,748.9517356,623.226414,794.3402081,638.9162564,794.9005596,637.2352018,750.0724386,small vehicle,sedan,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
32306,17595,171.9280808,956.4254218,164.0831596,942.9769855,198.2646019,923.3646826,206.6698745,936.2527673,small vehicle,hatchback,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,white
19565,17595,325.7364502,908.7744751,340.12677,908.2463989,341.2635498,939.2255249,326.87323,939.7536011,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
19407,17595,76.7693634,1016.566223,76.21540833,1033.357056,48.2306366,1032.433838,48.78459549,1015.642944,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
37097,17595,666.7636108,1049.161621,666.2593384,1032.369263,717.2363892,1030.838379,717.7406616,1047.630737,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
34841,17595,-2.754266262,628.0378418,9.119182587,626.2996826,13.75426579,657.9621582,1.88081646,659.7003174,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
23206,17595,205.8587494,526.6174316,218.5020447,541.0668945,186.1412506,569.3825684,173.4979553,554.9331055,small vehicle,van,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,white
32694,11133,17.17422867,-2.813267708,33.18950653,2.261273384,23.82577133,31.81326675,7.810495377,26.73872566,small vehicle,van,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,white
17720,11133,91.43823242,266.5198364,92.66127777,247.3588409,141.5617676,250.4801483,140.3387299,269.6411438,small vehicle,van,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,white
36546,11133,152.3336487,270.7128906,153.7704468,249.1607208,200.6663513,252.2871246,199.229538,273.8392944,small vehicle,van,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,white
37834,11133,76.17616272,627.5409546,76.86143494,608.3532104,135.8238373,610.4590454,135.1385498,629.6467896,small vehicle,van,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,white
13170,11133,9.626041412,722.8062744,26.42128372,723.2061768,25.37396049,767.1937256,8.578718185,766.7938232,small vehicle,sedan,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,white
23388,11133,92.12142944,854.2547607,96.41639709,870.496521,53.87856674,881.7452393,49.58360291,865.503479,small vehicle,minivan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
25356,11133,257.6471252,930.3171387,269.6408997,930.7035522,268.3528748,970.6828613,256.3591003,970.2964478,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
11255,11133,65.29482269,711.3397217,66.80558777,689.7926025,107.7051849,692.6602783,106.1944122,714.2073975,small vehicle,minivan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,blue
22759,11133,434.7213745,708.1338501,445.5232544,713.3605957,430.2786255,744.8661499,419.4767151,739.6394043,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
18677,11133,456.0562134,713.9723511,467.3595886,718.0014038,455.9437866,750.0276489,444.6404114,745.9985962,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
16944,11133,589,1038.199951,589,1023.799988,635,1023.799988,635,1038.199951,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
32048,11133,833.6108152,845.2732299,831.3694092,887.2995934,848.1799546,889.5409994,851.5420636,845.8335814,small vehicle,jeep,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,silver/grey
23272,11133,804.5447388,1048.75061,802.8266602,1034.453491,854.4552612,1028.24939,856.1733398,1042.546509,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
27789,11133,950.7828979,1048.574341,951.229248,1029.379517,996.2171021,1030.425659,995.770752,1049.620483,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
28389,11133,910.7233276,638.4434204,927.2144775,635.2368164,934.2766724,671.5565796,917.7855225,674.7631836,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
17707,11133,746.3111572,54.26169586,762.8344116,57.29832077,756.6888428,90.73829651,740.1655884,87.70167542,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
37318,11133,787.1704712,91.12653351,801.5682983,90.87574005,801.8295288,105.8734665,787.4317017,106.1242599,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
32799,11133,408.249939,37.26457214,409.9640198,20.55224228,450.750061,24.73542595,449.0359802,41.44775391,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
27780,11133,363.2312012,149.496109,374.8279114,146.4112854,381.7687988,172.503891,370.1720886,175.5887146,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
15582,11437,1846.737427,1437.247803,1847.276245,1415.654541,1891.262573,1416.752197,1890.723755,1438.345459,large vehicle,light truck,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,yellow
38978,11437,1027.911987,1525.385498,1045.771484,1518.33728,1060.088013,1554.614502,1042.228516,1561.66272,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,yellow
39229,11437,1508.615234,180.9673157,1527.465454,184.6157379,1521.384766,216.0326843,1502.534546,212.3842773,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
39727,11437,1719.335083,1513.594238,1731.075684,1516.075806,1724.664917,1546.405762,1712.924316,1543.924194,small vehicle,pickup,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
26090,11437,1993.735229,1432.239868,1994.300293,1420.253174,2026.264771,1421.760132,2025.699707,1433.746826,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
34492,16798,639.5874023,1583.082397,644.432312,1566.996216,667.4125977,1573.917603,662.567688,1590.003784,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
26363,16798,786.9976858,1595.262719,781.9003837,1609.535165,812.4841961,1616.671388,817.5814982,1605.967054,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,other
21523,16798,528.9978436,1560.235485,527.3157339,1570.328143,560.3972243,1582.102911,566.0042566,1569.76744,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
11746,16798,322.8596497,1498.666992,324.7423706,1489.253418,355.1403503,1495.333008,353.2576294,1504.746582,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,red
15899,16798,1267.44043,176.0000916,1278.804321,179.8554382,1267.55957,212.9999084,1256.195679,209.1445618,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
31882,16798,1248.244751,215.5503082,1262.10144,219.4682922,1254.755249,245.4496918,1240.89856,241.5317078,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,yellow
